Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
local sewage cleanup experts,42,42,170,25,0.00,https://totalcarerestoration.com/sewage-cleanup/residential/pompano-beach/,0,0,0.00,0,23700000,"[12,28,65,81,53,81,81,100,43,9]",2025-12-30,"Local pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
4 inch cast iron drain pipe replacement cost,38,38,90,2,6.13,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.44,10,"[100,100,100,63,100,100,100,100,63,63,63,45]",2025-11-12,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
mold detectors electronic,5,5,90,7,1.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,1,24600000,"[65,28,53,65,3,9,21,28,0,6,12,6]",2025-11-18,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
water restoration specialist,67,67,70,50,35.01,https://totalcarerestoration.com/miramar-restoration-services/,0,0,0.00,0.12,21800000,"[23,9,9,9,9,14,14,52,23,100,100,33]",2025-12-11,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
pompano beach fl hurricanes,75,75,40,24,0.00,https://totalcarerestoration.com/problems/post-flood-mold-remediation/pompano-beach/,0,0,0.00,0.33,1240000,"[6,5,5,4,5,4,4,4,5,9,4,2]",2025-12-28,"Video, Image, Related searches",informational,Organic
how to test for black mold in walls,61,61,50,34,1.35,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.79,26500000,"[42,42,33,33,33,19,19,23,9,9,23,9]",2025-12-08,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
tarps for roof,43,43,390,23,2.39,https://totalcarerestoration.com/services/roof-tarping/,0,0,0.00,0.97,10,"[52,31,5,7,8,8,5,25,11,20,31,37]",2025-11-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
mold in ceiling drywall,22,22,140,15,4.44,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.51,8630000,"[43,12,17,7,23,23,23,35,35,53,100,35]",2025-12-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
how long does cast iron pipe last,91,91,170,1,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.01,42900000,"[52,52,80,80,80,80,80,100,100,100,80,80]",2025-12-23,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
wood humidifier,1,1,170,25,0.85,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,1,15000000,"[19,36,29,29,29,23,15,12,7,15,10,15]",2025-11-30,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","commercial, informational",People also ask
bathroom beginning mold on walls,1,1,50,18,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.01,15400000,"[23,12,23,12,17,17,17,17,12,12,12,10]",2025-12-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
home remediation,93,93,480,67,14.67,https://totalcarerestoration.com/services/mold-remediation/,0,0,0.00,0.33,37900000,"[6,20,13,20,30,20,62,62,30,45,45,36]",2025-12-06,"Local pack, Video, Video Carousel, People also ask, Related searches",commercial,Organic
leak detection miramar,18,18,40,5,0.00,https://totalcarerestoration.com/problems/slab-leak-water-damage/miramar/,0,0,0.00,1,50500,"[14,4,4,9,14,23,23,23,33,33,33,9]",2026-01-04,"Knowledge panel, Video, Image, Related searches",commercial,Organic
leak detection miramar,92,92,40,5,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/miramar/,0,0,0.00,1,50500,"[14,4,4,9,14,23,23,23,33,33,33,9]",2026-01-04,"Knowledge panel, Video, Image, Related searches",commercial,Organic
preventing mold after water damage,41,41,40,31,8.46,https://totalcarerestoration.com/diy-tips-preventing-mold-after-a-leak-or-flood,0,0,0.00,0.45,78200000,"[11,11,17,11,11,17,23,29,17,41,41,41]",2025-12-12,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
mold in drywall compound,43,43,110,16,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.01,10,"[41,52,41,82,64,82,100,64,100,64,82,82]",2025-11-19,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mold behind walls,8,8,210,18,5.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.29,53900000,"[80,80,65,100,53,65,53,53,65,80,80,65]",2025-12-20,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Image pack
mold behind walls,34,34,210,18,5.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.29,53900000,"[80,80,65,100,53,65,53,53,65,80,80,65]",2025-12-20,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
water damage dry out,5,5,30,4,22.54,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0.33,389000000,"[18,100,18,18,18,45,18,18,18,18,18,18]",2025-12-18,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
water mitigation north beach,37,37,40,6,0.00,https://totalcarerestoration.com/problems/slab-leak-water-damage/miami-beach/,0,0,0.00,0,29200000,"[57,100,71,28,42]",2025-12-24,"Local pack, Image, People also ask",commercial,Organic
water mitigation north beach,87,87,40,6,0.00,https://totalcarerestoration.com/problems/roof-leak-water-damage/miami-beach/,0,0,0.00,0,29200000,"[57,100,71,28,42]",2025-12-24,"Local pack, Image, People also ask",commercial,Organic
how fast does mold grow on walls,1,1,50,12,4.84,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.03,15700000,"[7,14,21,14,35,50,50,78,64,100,28,28]",2025-10-22,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
cleaning up smoke damage,31,31,480,39,18.03,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.25,31400000,"[15,19,44,54,36,67,67,81,100,100,100,29]",2025-11-27,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
black mold spots on wall,92,92,30,5,5.64,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.1,25800000,"[11,11,11,64,11,11,11,11,11,11,11,11]",2025-12-24,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
cast iron sewer line replacement cost,44,44,40,0,7.23,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.65,2240000,"[18,18,18,18,18,18,18,18,100,45,63,100]",2026-01-04,"Sitelinks, Video, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
what is a moisture meter and how does it work,65,65,70,31,0.00,https://totalcarerestoration.com/what-is-a-moisture-meter-the-best-measurement/,0,0,0.00,0,28200000,"[18,18,18,63,63,81,81,63,36,100,100,100]",2025-12-10,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
what is a moisture meter and how does it work,70,70,70,31,0.00,https://totalcarerestoration.com/what-is-a-moisture-meter-the-best-measurement/,0,0,0.00,0,28200000,"[18,18,18,63,63,81,81,63,36,100,100,100]",2025-12-10,"Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
sewage cleanup and restoration,41,0,170,33,0.00,https://totalcarerestoration.com/sewage-cleanup/residential/miami/,0,0,0.00,0.33,1610000,"[6,9,100,53,28,28,53,65,100,100,43,15]",2026-01-06,"Local pack, Video, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
sewage cleanup and restoration,53,0,170,33,0.00,https://totalcarerestoration.com/sewage-cleanup/residential/miami/,0,0,0.00,0.33,1610000,"[6,9,100,53,28,28,53,65,100,100,43,15]",2026-01-06,"Local pack, Video, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
water restoration inc,81,81,40,40,9.66,https://totalcarerestoration.com/services/water-restoration/,0,0,0.00,0.08,46500000,"[9,9,9,9,9,9,9,9,9,52,23,52]",2025-12-08,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
water damage fort lauderdale fl,49,49,90,14,27.77,https://totalcarerestoration.com/fort-lauderdale-restoration-service/,0,0,0.00,0.08,1710000,"[2,2,4,54,100,6,18,6,4,18,14,22]",2025-12-20,"Local pack, Video, Image, Related searches",commercial,Organic
cast iron pipe replacement,1,1,590,1,11.72,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.42,21000000,"[20,20,10,30,24,45,36,36,30,100,100,55]",2025-12-08,"Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview",informational,AI overview
mold detox for kids,89,89,140,9,0.00,https://totalcarerestoration.com/keep-kids-safe-from-mold/,0,0,0.00,0,4630000,"[23,42,42,66,66,66,80,100,100,80,100,80]",2025-09-11,"Image pack, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
roof tarp company,13,13,90,2,24.48,https://totalcarerestoration.com/services/roof-tarping/,0,0,0.00,0.38,10,"[52,52,52,52,9,9,33,19,33,14,80,100]",2025-11-12,"Local pack, Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic
mold damage north beach,24,24,40,7,0.00,https://totalcarerestoration.com/problems/post-flood-mold-remediation/miami-beach/,0,0,0.00,0,4210000,"[28,100,57,71,28]",2026-01-02,"Local pack, Video, Related searches, AI overview",commercial,Organic
cast iron band,1,1,40,7,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.57,119000000,"[11,64,11,11,11,11,11,11,100,11,11,11]",2025-11-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,People also ask
restorations companies near me,24,24,50,41,23.15,https://totalcarerestoration.com/broward-county-restoration-services/,0,0,0.00,0.72,10,"[0,0,0,0,1,2,1,0,1,3,3,5]",2025-11-10,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
mold inspections pompano beach,19,19,40,0,0.00,https://totalcarerestoration.com/problems/roof-leak-mold-remediation/pompano-beach/,0,0,0.00,0,186000,"[42,100,100,28,57]",2026-01-02,"Local pack, Video, Related searches",commercial,Organic
mold inspections pompano beach,24,24,40,0,0.00,https://totalcarerestoration.com/problems/roof-leak-mold-remediation/pompano-beach/,0,0,0.00,0,186000,"[42,100,100,28,57]",2026-01-02,"Local pack, Video, Related searches",commercial,Organic
mold inspections pompano beach,46,46,40,0,0.00,https://totalcarerestoration.com/problems/ac-mold-remediation/pompano-beach/,0,0,0.00,0,186000,"[42,100,100,28,57]",2026-01-02,"Local pack, Video, Related searches",commercial,Organic
how to clean smoke damage,21,21,260,27,2.80,https://totalcarerestoration.com/7-steps-to-clean-smoke-damaged-items/,0,0,0.00,0.51,138000000,"[35,66,82,43,100,82,100,66,66,53,35,12]",2025-12-29,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
mold remediation west palm,37,37,90,0,24.79,https://totalcarerestoration.com/west-palm-beach-restoration-services/,0,0,0.00,0.81,10,"[100,41,41,52,64,29,52,82,64,23,41,64]",2025-11-23,"Local pack, Video, People also ask, Related searches",commercial,Organic
flood restoration company deerfield beach,15,15,50,,0.00,https://totalcarerestoration.com/problems/hurricane-flood-damage/deerfield-beach/,0,0,0.00,0,131000,"[42,71,100,100,100]",2025-12-31,"Local pack, Ads bottom, Related searches",commercial,Organic
flood restoration company deerfield beach,63,63,50,,0.00,https://totalcarerestoration.com/problems/washing-machine-overflow-damage/deerfield-beach/,0,0,0.00,0,131000,"[42,71,100,100,100]",2025-12-31,"Local pack, Ads bottom, Related searches",commercial,Organic
flood restoration company deerfield beach,86,86,50,,0.00,https://totalcarerestoration.com/deerfield-beach-restoration-services/,0,0,0.00,0,131000,"[42,71,100,100,100]",2025-12-31,"Local pack, Ads bottom, Related searches",commercial,Organic
dry out restoration,78,78,50,34,6.72,https://totalcarerestoration.com/water-damage-dry-out-process/,0,0,0.00,0.51,119000000,"[27,0,0,9,100,100,100,18,18,18,45,45]",2025-12-12,"Local pack, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic
water removal austin,8,8,70,15,0.00,https://totalcarerestoration.com/how-long-does-property-restoration-take/,0,0,0.00,0.03,30300000,"[15,11,11,11,15,19,15,15,15,53,65,65]",2025-12-08,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Related searches",commercial,People also ask
ozone mold remediation,32,32,170,6,3.02,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.81,477000,"[21,17,14,17,14,17,17,17,14,39,17,14]",2025-11-28,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
roof tarping palmetto,35,35,50,0,0.00,https://totalcarerestoration.com/roof-tarping/commercial/hialeah/,0,0,0.00,0,51800,"[22,22,77,100,55,77]",2026-01-03,"Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
how to remove mold from wood floors,49,49,210,22,0.90,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.7,13800000,"[43,65,100,81,43,53,34,53,65,43,65,65]",2025-12-09,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
ozone mould treatment,26,26,110,2,2.93,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.88,1040000,"[64,78,64,64,28,64,100,100,64,50,78,100]",2025-12-27,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
cast-iron piping,58,58,880,14,0.00,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0,16500000,"[79,79,79,100,79,0,0,0,0,0,0,0]",2025-12-19,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, AI overview",commercial,Organic
roof tarp cost,41,41,140,4,9.12,https://totalcarerestoration.com/benefits-shrink-wrapping-roof-blue-tarps/,0,0,0.00,0.67,4350000,"[35,23,23,15,15,35,28,15,23,18,23,15]",2025-12-14,"Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
mildew on drywall,40,40,260,14,2.38,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.17,3530000,"[81,65,81,65,65,53,53,53,65,81,100,100]",2025-10-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mold inspection pompano beach fl,23,23,40,0,25.39,https://totalcarerestoration.com/mold-remediation/residential/pompano-beach/,0,0,0.00,0.67,92000,"[57,71,28,28,28,42,28,28,100,100,100,100]",2025-12-24,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
residential water damage services,23,23,50,45,52.22,https://totalcarerestoration.com/water-damage-restoration/residential/miramar/,0,0,0.00,0.47,62600000,"[0,0,0,0,17,17,23,52,100,100,52,5]",2026-01-04,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
residential water damage services,74,74,50,45,52.22,https://totalcarerestoration.com/water-damage-restoration/residential/coral-springs/,0,0,0.00,0.47,62600000,"[0,0,0,0,17,17,23,52,100,100,52,5]",2026-01-04,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview","commercial, informational",Organic
hurricane damage west palm beach,35,35,50,,0.00,https://totalcarerestoration.com/problems/hurricane-roof-damage/west-palm-beach/,0,0,0.00,0.33,1910000,"[4,4,9,0,0,0,0,0,100,100,42,0]",2026-01-01,"Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
leak detection miami fl,75,75,170,12,19.65,https://totalcarerestoration.com/problems/slab-leak-water-damage/miami/,0,0,0.00,0.55,377000,"[21,17,17,21,21,14,14,7,7,14,32,17]",2025-12-25,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
building shrink wrap,2,2,40,6,6.40,https://totalcarerestoration.com/benefits-shrink-wrapping-roof-blue-tarps/,0,0,0.00,0.99,15400000,"[78,14,14,14,21,14,21,35,28,50,50,28]",2025-12-01,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Things to know",commercial,Things to know
mold removal miami fl,21,21,880,3,21.63,https://totalcarerestoration.com/services/mold-remediation/,0,0,0.00,0.47,10,"[20,30,2,3,3,41,100,66,54,41,16,20]",2025-11-20,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
how to clean up toilet overflow,15,15,50,0,9.88,https://totalcarerestoration.com/effective-strategies-for-handling-toilet-overflow-and-preventing-future-incidents/,0,0,0.00,0.23,0,"[36,45,27,63,45,45,36,45,36,27,81,100]",2025-11-17,"Sitelinks, Video, Video Carousel, People also ask, AI overview",informational,Organic
ceiling repair fort lauderdale,67,67,50,13,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/fort-lauderdale/,0,0,0.00,0.08,1130000,"[18,18,18,36,45,45,63,63,100,63,63,63]",2025-12-30,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
water damage restoration doral,46,46,50,11,0.00,https://totalcarerestoration.com/services/water-restoration/,0,0,0.00,0,205000,"[5,7,7,3,2,4,2,2,2,10,12,4]",2025-11-27,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
water damage restoration doral,57,57,50,11,0.00,https://totalcarerestoration.com/services/water-restoration/,0,0,0.00,0,205000,"[5,7,7,3,2,4,2,2,2,10,12,4]",2025-11-27,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
home services restoration llc,73,73,70,29,2.93,https://totalcarerestoration.com/,0,0,0.00,0.07,0,"[50,78,64,35,28,35,35,35,28,78,35,100]",2025-11-20,"Knowledge panel, Sitelinks, Ads bottom, Related searches",navigational,Organic
how to check for mold behind walls,30,30,90,20,1.37,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.62,30300000,"[82,64,41,41,64,41,52,52,41,52,41,64]",2025-12-25,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
companies that clean up after a fire,97,97,30,28,28.77,https://totalcarerestoration.com/services/fire-restoration/,0,0,0.00,0.34,321000000,"[9,9,9,19,9,23,9,33,9,9,9,9]",2025-12-11,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
black mold on drywall,1,1,880,19,6.02,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.18,7,"[76,76,76,67,67,24,55,55,36,100,100,76]",2025-11-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
black mold on drywall,26,26,880,19,6.02,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.18,7,"[76,76,76,67,67,24,55,55,36,100,100,76]",2025-11-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mold in walls of house,93,93,70,31,5.42,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.48,42000000,"[29,8,10,18,14,10,10,10,14,18,29,14]",2025-12-18,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
water damage pompano beach,78,78,210,12,37.88,https://totalcarerestoration.com/water-damage-restoration/commercial/pompano-beach/,0,0,0.00,0.11,865000,"[1,1,5,5,5,3,5,6,10,100,8,10]",2026-01-03,"Local pack, Video, Image",commercial,Organic
best way to get rid of mold on wood,59,59,140,28,0.65,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.93,68600000,"[100,82,82,64,52,41,64,100,82,100,82,82]",2025-12-31,"Sitelinks, Video, Video Carousel, Related searches, AI overview",commercial,Organic
best way to get rid of mold on wood,68,68,140,28,0.65,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.93,68600000,"[100,82,82,64,52,41,64,100,82,100,82,82]",2025-12-31,"Sitelinks, Video, Video Carousel, Related searches, AI overview",commercial,Organic
best way to get rid of mold on wood,72,72,140,28,0.65,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.93,68600000,"[100,82,82,64,52,41,64,100,82,100,82,82]",2025-12-31,"Sitelinks, Video, Video Carousel, Related searches, AI overview",commercial,Organic
fungi removal using ozone,29,29,40,29,0.00,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0,2360000,"[42,42,57,57,71,42,57,42,100,100,57,14]",2025-12-31,"Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
drainage & vent piping,86,86,110,37,0.00,https://totalcarerestoration.com/exploring-advanced-venting-solutions-for-plumbing-drains-what-you-need-to-know/,0,0,0.00,0,10,"[100,100,63]",2025-11-24,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
air movers for water damage,7,7,50,0,10.72,https://totalcarerestoration.com/the-role-of-air-movers-in-drying-out-a-flooded-space/,0,0,0.00,0.94,16500000,"[21,9,6,6,6,6,6,34,34,34,34,6]",2025-12-27,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
air movers for water damage,70,70,50,0,10.72,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,0.94,16500000,"[21,9,6,6,6,6,6,34,34,34,34,6]",2025-12-27,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
toxic black mold on drywall,14,14,110,10,0.00,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.15,10,"[34,34,21,28,34,53,34,43,34,43,53,34]",2025-11-18,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
does an ozone machine kill mold,75,75,320,,1.95,https://totalcarerestoration.com/ozone-air-treatment-for-mold-and-pathogens/,0,0,0.00,0.09,591000,"[54,44,36,44,44,44,44,54,100,19,36,54]",2026-01-03,"Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
bath mold removal,42,42,40,28,2.88,https://totalcarerestoration.com/ultimate-guide-to-preventing-and-removing-mold-in-your-bathroom/,0,0,0.00,0.77,15200000,"[40,20,80,60,60,100,80,80,80,100,80,100]",2025-12-17,"Local pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get rid of mold from wood,60,60,30,20,0.44,https://totalcarerestoration.com/effective-strategies-for-removing-mold-from-wood-a-comprehensive-guide/,0,0,0.00,0.55,62900000,"[6,0,35,0,2,14,0,4,2,4,6,8]",2025-12-25,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
emergency roof covering,46,46,50,0,8.03,https://totalcarerestoration.com/emergency-roof-tarping/,0,0,0.00,0.95,123000000,"[11,19,19,7,7,7,26,11,26,42,42,26]",2025-12-26,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview","informational, transactional",Organic
water damage restoration in stigler,62,62,50,8,0.00,https://totalcarerestoration.com/water-damage-restoration/residential/miramar/,0,0,0.00,0,27300,"[44,33,33,33,100,100,77,11]",2025-12-26,"Local pack, Ads bottom, Related searches",commercial,Organic
how to draw moisture out of wood floors,1,1,140,4,1.39,https://totalcarerestoration.com/dehumidifiers-vs-air-movers-what-to-use-after-floods/,0,0,0.00,0.04,3330000,"[65,42,65,53,42,26,34,65,53,80,80,80]",2025-12-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
restoration maintenance,70,70,110,36,10.13,https://totalcarerestoration.com/broward-county-restoration-services/,0,0,0.00,0.12,142000000,"[100,64,52,41,64,64,41,64,64,64,82,41]",2025-11-30,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
fire damage restoration miami,14,14,110,14,0.00,https://totalcarerestoration.com/miami-beach-restoration-services/,0,0,0.00,0.01,1760000,"[29,17,41,29,52,41,52,64,100,82,100,100]",2025-12-23,"Local pack, Video, Related searches",commercial,Organic
fire damage restoration miami,44,44,110,14,0.00,https://totalcarerestoration.com/fire-damage-restoration/commercial/miami-beach/,0,0,0.00,0.01,1760000,"[29,17,41,29,52,41,52,64,100,82,100,100]",2025-12-23,"Local pack, Video, Related searches",commercial,Organic
tarps for roof damage,27,27,30,17,3.42,https://totalcarerestoration.com/should-i-install-a-roof-tarp-now-or-wait-to-replace-my-roof/,0,0,0.00,0.73,1160000,"[18,18,18,18,18,18,18,100,27,18,18,18]",2025-12-24,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
roof tarp services,71,71,30,11,15.43,https://totalcarerestoration.com/roof-tarping-completely-explained/,0,0,0.00,0.51,4400000,"[27,27,18,18,27,36,18,27,63,63,36,9]",2026-01-04,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to tell if there is mold in your walls,1,1,140,24,0.98,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.57,49300000,"[43,43,43,43,43,43,35,28,35,35,28,17]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,AI overview
how to tell if there is mold in your walls,38,38,140,24,0.98,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.57,49300000,"[43,43,43,43,43,43,35,28,35,35,28,17]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
how to tell if there is mold in your walls,39,39,140,24,0.98,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.57,49300000,"[43,43,43,43,43,43,35,28,35,35,28,17]",2025-12-05,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
expert smoke and soot removal services,17,17,50,23,0.00,https://totalcarerestoration.com/top-5-soot-cleaning-services/,0,0,0.00,0,4180000,"[28,71,71,100,100,100,42]",2025-12-12,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
replacing cast iron plumbing,8,8,90,0,13.97,https://totalcarerestoration.com/cast-iron-pipes/,0,0,0.00,0.68,5320000,"[52,52,52,80,52,66,33,23,33,33,42,33]",2025-12-14,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
mold behind wall,1,1,50,25,5.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.29,44800000,"[55,55,77,44,0,11,11,11,55,100,100,77]",2025-12-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
mold behind wall,1,1,50,25,5.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.29,44800000,"[55,55,77,44,0,11,11,11,55,100,100,77]",2025-12-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
mold behind wall,1,1,50,25,5.30,https://totalcarerestoration.com/tell-mold-behind-walls/,0,0,0.00,0.29,44800000,"[55,55,77,44,0,11,11,11,55,100,100,77]",2025-12-03,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
